epoch,train_loss,train_acc,val_loss,val_acc,epoch_time,total_time
1,0.741642563225167,0.5027991796463611,0.691974170734404,0.5029103608847497,1.0386388301849365,1.0386388301849365
2,0.6890434138288942,0.5091181198381465,0.6828851497677532,0.5029103608847497,1.012408971786499,2.051203966140747
3,0.6859523387033496,0.5329527188071614,0.684578010843482,0.5362824990298797,1.0154590606689453,3.0667409896850586
4,0.6848134254181533,0.5437614322931101,0.6821583085482001,0.5421032207993791,1.0123939514160156,4.079139947891235
5,0.684503677279066,0.5453134526910925,0.6820420611029593,0.5502522312766783,1.0099098682403564,5.089126825332642
6,0.6825791375281958,0.5473089074884985,0.6827151094197209,0.5487000388048118,1.1344659328460693,6.223672866821289
7,0.6834387644868515,0.5465883265894351,0.6812095894432364,0.5564610011641443,1.0477099418640137,7.271390914916992
8,0.6826166325764952,0.5509118119838147,0.6811586986182039,0.5436554132712457,1.0221550464630127,8.293633699417114
9,0.6825364193804783,0.5471426195887146,0.6815724510715412,0.5525805199844781,1.0104618072509766,9.304190874099731
10,0.6835887658015223,0.5469209023890028,0.6810296812768032,0.5444315095071789,1.0091500282287598,10.313344955444336
11,0.6829208891524304,0.547752341887922,0.6801308362484904,0.5521924718665114,1.0199360847473145,11.333697080612183
12,0.6829027577934849,0.549636938085472,0.6799079173981426,0.5533566162204113,1.0111119747161865,12.344887733459473
13,0.6823534129312288,0.548750069286625,0.6814054900192688,0.543267365153279,1.0078299045562744,13.352795839309692
14,0.681539166674739,0.5493597915858323,0.6787356721785904,0.5525805199844781,1.0064289569854736,14.35922884941101
15,0.6814819517001351,0.5490272157862646,0.6774607383330571,0.5611175785797439,1.007369041442871,15.366677045822144
16,0.6817781855424236,0.548694639986697,0.6786866070320313,0.5518044237485448,1.0086171627044678,16.375370025634766
17,0.6828559671330562,0.5496923673854,0.6785049490055282,0.5615056266977105,1.010699987411499,17.386074781417847
18,0.6831052237237334,0.5516878221828059,0.6795522177177757,0.5518044237485448,1.0082969665527344,18.394376039505005
19,0.6812668605770823,0.5532952718807161,0.6813111917242599,0.5498641831587117,1.0169620513916016,19.41134285926819
20,0.6817899276211021,0.5510780998835985,0.6783415987873707,0.5560729530461778,1.0068371295928955,20.41818404197693
21,0.6821089714978646,0.5521312565822294,0.6802926800442519,0.5525805199844781,1.012007236480713,21.43027377128601
22,0.6807431782185982,0.5539604234798514,0.6799998645593734,0.5533566162204113,1.0104498863220215,22.4407377243042
23,0.6812159361143373,0.5547918629787706,0.6794486164028996,0.5607295304617773,1.0068347454071045,23.447577953338623
24,0.6813723901761133,0.5533507011806441,0.6809272550546619,0.5541327124563445,1.005882740020752,24.45346474647522
25,0.6809214851516728,0.5556233024776898,0.6799034025486838,0.5587892898719441,1.0082218647003174,25.461691856384277
26,0.6804440096313915,0.5536832769802117,0.6790366234546212,0.5525805199844781,1.0080556869506836,26.4697527885437
27,0.6809648883712113,0.551521534283022,0.678964313444908,0.5518044237485448,1.0674781799316406,27.537235021591187
28,0.6805775047544563,0.5544592871792029,0.6810554346466509,0.5525805199844781,1.148625135421753,28.685867071151733
29,0.6806208585914425,0.5547918629787706,0.6805165452137445,0.5521924718665114,1.1282472610473633,29.81412696838379
30,0.6798767340493158,0.5561775954769691,0.6794705891220617,0.5552968568102444,1.049839735031128,30.864015817642212
