BSM_Operator,Architecture,AUC,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Accuracy,Precision,Recall,F1,Training_Time_s,Inference_Time_s,Events_per_Second
chbtil,DNN,0.9151780934614407,0.9150730136657085,0.0029900240651456935,0.9092712846103942,0.9207681247612697,0.8583998363003887,0.8052989367265121,0.94536525475752,0.8697289156626506,15.981022119522095,0.03267192840576172,299155.89550191193
