epoch,train_loss,train_acc,val_loss,val_acc,epoch_time,total_time
1,0.6943215022969339,0.5151515151515151,0.6915266919728983,0.5244089653054959,3.6873421669006348,3.687343120574951
2,0.6910290796939822,0.5285708020874447,0.6899945143362038,0.539453484801965,3.123124837875366,6.810894012451172
3,0.690444098710125,0.5319914046397404,0.6908284301841263,0.5299355234878723,3.1021640300750732,9.913063049316406
4,0.6897983163698448,0.5372977239836864,0.6898572101049859,0.5363831747006448,2.8372809886932373,12.750359058380127
5,0.6899917170582479,0.5366837696794281,0.6894450653613181,0.5379183297513049,2.899747848510742,15.650110960006714
6,0.6894433416619937,0.5343156602201464,0.6901710289989398,0.5348480196499846,2.798884153366089,18.44900608062744
7,0.6899980705584141,0.5355874227075385,0.6900681532304054,0.5314706785385324,2.809295654296875,21.25830388069153
8,0.6895192846265722,0.5367714774371793,0.6892554705077825,0.5416027018728892,2.799252986907959,24.05756115913391
9,0.6884558845344241,0.5380432399245714,0.69000792313032,0.5373042677310408,2.828511953353882,26.88607621192932
10,0.6893312387187684,0.5372977239836864,0.6889272503666911,0.5422167638931532,3.0262701511383057,29.91234803199768
11,0.6882865131463324,0.5399728105950972,0.689134953594442,0.5369972367209088,2.8771607875823975,32.78992295265198
12,0.6886291968238535,0.5425163355698811,0.6890195123359474,0.5382253607614369,2.718169927597046,35.50809597969055
13,0.6884318427527646,0.5380870938034469,0.6883329158185046,0.5406816088424931,2.766835927963257,38.27493405342102
14,0.687917683044348,0.5440512213305266,0.6890677288700768,0.5376112987411729,2.8031880855560303,41.07812309265137
15,0.6877894087935186,0.543174143753015,0.6883573620678788,0.5440589499539453,2.7828240394592285,43.860949993133545
16,0.6876384464449063,0.5423409200543788,0.6898133323571051,0.5369972367209088,2.7299318313598633,46.590885162353516
17,0.6873211144632516,0.5443143446037803,0.6887624926057593,0.539146453791833,2.9939939975738525,49.584881067276
18,0.686948912081392,0.5430864359952637,0.6884351552246464,0.5431378569235493,2.797445058822632,52.38232898712158
19,0.6868823324751029,0.5448405911502873,0.6892292359543608,0.5376112987411729,2.742973804473877,55.125303983688354
20,0.6858009511413519,0.5493575406744726,0.6878029105851429,0.5459011360147374,2.8179779052734375,57.943284034729004
21,0.6856871533330081,0.5505415954041135,0.6879388924057879,0.5446730119742094,3.0440738201141357,60.987833976745605
22,0.6854864980381622,0.5512432574661229,0.6882345729127485,0.5440589499539453,2.800774335861206,63.78862524032593
23,0.6849415424450057,0.5486120247335877,0.6879041940477094,0.5425237949032853,3.3933932781219482,67.18202114105225
24,0.6850466886115838,0.5526904354690172,0.6875340673943257,0.5489714461160577,2.928928852081299,70.11097002029419
25,0.6848541329195901,0.5554093759593036,0.6884974539920454,0.5379183297513049,2.761992931365967,72.87296891212463
26,0.6850013606685172,0.5538306363197825,0.6877274850705375,0.5495855081363218,2.7484660148620605,75.62144207954407
27,0.6843466700595006,0.5549269832916721,0.6875649462238133,0.5495855081363218,2.7835021018981934,78.4049460887909
28,0.6839880414272157,0.5541814673507872,0.6873746651573931,0.5508136321768499,3.2808289527893066,81.68577599525452
29,0.6837609902220965,0.554093759593036,0.6875835030511511,0.5529628492477741,3.1114089488983154,84.79719495773315
30,0.6840063596050954,0.5565057229311933,0.6877564441985721,0.5471292600552656,2.8041670322418213,87.60136389732361
31,0.6839354398433238,0.5530851203788976,0.6876049793714536,0.5428308259134172,2.9030017852783203,90.51118898391724
32,0.6831758461860912,0.5601894487567425,0.6880220991173587,0.5428308259134172,2.7449986934661865,93.25618982315063
33,0.683030240141979,0.5563303074156909,0.6883187306633675,0.5437519189438134,2.762605905532837,96.01879811286926
34,0.683126296050004,0.5585668552383458,0.6874477441485836,0.5498925391464538,2.7470858097076416,98.76588702201843
35,0.6820568776269735,0.5635661974301627,0.687134783620076,0.5477433220755297,3.7005341053009033,102.46642303466797
36,0.6818310144370738,0.562469850458273,0.687320143286348,0.5474362910653976,3.231221914291382,105.69765615463257
37,0.6811468442667944,0.5644871288865501,0.6870665396324945,0.5483573840957937,2.868614912033081,108.56627202033997
38,0.6814256753230604,0.5635661974301627,0.6869161068423233,0.5495855081363218,2.842332124710083,111.40860509872437
39,0.6813855255475584,0.563215366399158,0.6868909067415115,0.5520417562173779,2.836700201034546,114.24530911445618
40,0.6804384639878673,0.5674691926500899,0.6870098788203145,0.5428308259134172,2.78364896774292,117.02895998954773
